time,Bx,By,Bz,BT,point
4.295779,-0.48940110718989804,0.13060958515043497,-0.674099270897161,0.8431975655064184,1
4.305891,-0.48618269911700845,0.13063875686579351,-0.6697583807067207,0.8378641836497298,1
4.315861,-0.4829758677713981,0.12552788605815626,-0.6760819995490605,0.8403034030289418,1
4.325875,-0.47739117963701466,0.1307271821687796,-0.6696514585865371,0.8327214483487778,1
4.33582,-0.4751331843234641,0.13075155667228852,-0.67186090591342,0.8332134116253668,1
4.345927,-0.47623505004262406,0.12874928970408617,-0.6739376102479018,0.8352054268232817,1
4.355859,-0.47748663373053585,0.12558079354253177,-0.6729179811109811,0.8346152589071024,1
4.365946,-0.47625536989133277,0.12442998986664154,-0.671869691249393,0.8328930794214209,1
4.378525,-0.47408536647751137,0.12245423322008124,-0.6653031071662602,0.8260630716517442,1
4.385689,-0.47737046320175347,0.12142086477632412,-0.6600081250357418,0.8235510370667275,1
4.395758,-0.47735191185910447,0.12557408683036633,-0.662075937578502,0.8258197419287547,1
4.405907,-0.48065516298915684,0.12139499318917396,-0.6696839890278783,0.8332123230244641,1
4.416297,-0.48622560366619333,0.11917545094833223,-0.6633834858838454,0.831081088169316,1
4.427318,-0.48397341021652973,0.11604296364246428,-0.6633536634733732,0.8292974822408958,1
4.437433,-0.4795873499971356,0.12140496549104035,-0.6686385827989344,0.8317576247504578,1
4.445783,-0.48300946938653283,0.12237240817351193,-0.6760799768898359,0.8398555167114197,1
4.455908,-0.4806644113977556,0.12554959916794875,-0.6739890486487691,0.8372945813356588,1
4.466836,-0.4763499124690983,0.1255978571378908,-0.6804752328939822,0.84007773652744,1
4.475815,-0.477569338345295,0.12143076516094929,-0.6760130464408302,0.8365473941226214,1
4.485941,-0.47958117819690466,0.12439564306126624,-0.670705650151454,0.83385757275355,1
4.495794,-0.48061797912819887,0.12870443831810116,-0.6729584957334717,0.8369179238634507,1
4.505777,-0.48292540214401414,0.1316735092342832,-0.6772906099153695,0.8421861001878159,1
4.516008,-0.48629053275294765,0.12432982375572936,-0.6730241580409241,0.8395819820761824,1
4.525892,-0.48398310973713243,0.12136075283954731,-0.6686920438590263,0.8343363424668547,1
4.535808,-0.4905016648067499,0.12129595684982955,-0.669803741802484,0.8390123031630213,1
4.551846,-0.4904163706375831,0.1242826955573551,-0.6655032597787855,0.8359718857596415,1
4.555849,-0.49502904228485356,0.12540192027733513,-0.6698620026986959,0.8423149630477961,1
4.56585,-0.4937982295576544,0.1254142998197532,-0.6698470336018703,0.8415821329726398,1
4.575691,-0.49279403755007933,0.12326728359661374,-0.6720700661008463,0.8424481944897222,1
4.586237,-0.49278342651372103,0.12426375029702771,-0.6720707048353383,0.8425888780314835,1
4.597458,-0.49047731160021396,0.12860604071324871,-0.6741108240825993,0.843524101640156,1
4.605828,-0.4937862558935366,0.13156183919935596,-0.6741533706917449,0.8459409856827577,1
4.615645,-0.49276310666501233,0.12858305013447233,-0.6741386238338469,0.8448739339195117,1
4.625691,-0.4939179823322601,0.125420261341678,-0.6794844056307406,0.8493434362621204,1
4.63595,-0.4874458595321995,0.12233021818124339,-0.6794032606025803,0.8450780666735901,1
4.645806,-0.4864102855275533,0.1243357852776542,-0.6826615300697945,0.8473966709899442,1
4.656008,-0.48312296918524755,0.12437204828650535,-0.686923297891299,0.8489639726956667,1
4.67103,-0.4808155461694323,0.1214029773703233,-0.6825911837094012,0.843713811923445,1
4.675845,-0.48412005122662755,0.1223645649866187,-0.6805673017005193,0.8441073171747551,1
4.68575,-0.48306071082856095,0.12137796413232242,-0.6793491608079965,0.8423749419430939,1
4.695796,-0.48077927382422986,0.1223981666017534,-0.6805266712948495,0.8421677811873787,1
4.706109,-0.4807430826546875,0.12439035481234079,-0.6793232772602246,0.8414671633036215,1
4.717029,-0.48396541538478766,0.13166215300768427,-0.6760987690661828,0.8418236105954718,1
4.72568,-0.4871864400125796,0.13162258987062472,-0.6665020274429823,0.8360024438253679,1
4.735799,-0.49254309062441415,0.1315630821298324,-0.6589960982776694,0.8331766908924796,1
4.74583,-0.49488012713124063,0.13054564750986647,-0.6622930819470776,0.8370069490202346,1
4.756284,-0.49493358819133243,0.13054830890358293,-0.666595480174252,0.8404472927354066,1
4.765927,-0.49373982362397983,0.1347166783495083,-0.6731228177764474,0.8455896904936034,1
4.775864,-0.4916090879880687,0.13789401704136126,-0.6741317547013498,0.8456641638528765,1
